,SMILE,ID,MOL,Activity,MolLogP,MolWt,HBD,HBA,NumAromaticRings,NumRotatableBonds,TPSA,MolMR,BertzCT,BalabanJ,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,FractionCSP3,HeavyAtomCount,HeavyAtomWt,RingCount
2812,Brc1cc(ccc1)/C(C)=N/NS(=O)(=O)c2ccccc2,6174921nan,<rdkit.Chem.rdchem.Mol object at 0x143a75fc0>,0,3.151600000000001,353.2410000000001,1,3,2,4,58.53,83.11650000000003,727.8489401398625,2.207305390916653,1.1,1.8,2.45,0.07142857142857142,20,340.1370000000001,2
2813,Brc1cc(ccc1)C(=O)/N=C(N)/Nc(n2)oc(c23)cccc3,5867019nan,<rdkit.Chem.rdchem.Mol object at 0x143a76030>,0,3.1573,359.1830000000001,2,3,3,2,93.51,87.72659999999999,839.6147677465719,1.778982838713488,1.2272727272727273,2.0454545454545454,2.8181818181818183,0.0,22,348.09500000000014,3
2814,Brc1cc(ccc1)C(=O)NN(C2=O)C(=O)[C@H]3[C@@H](C=C4)O[C@H]4[C@H]23,7660536nan,<rdkit.Chem.rdchem.Mol object at 0x143a760a0>,0,1.0322999999999996,363.1670000000001,1,4,1,2,75.71000000000001,78.24220000000001,702.0075616261795,1.559615545307203,1.1363636363636365,1.7727272727272727,2.3636363636363638,0.26666666666666666,22,352.0790000000001,4
2815,Brc1cc(ccc1)C(=O)NC2=NN(CC=C)C(=C(S2)C)c3ccc(Cl)cc3,1487-1077nan,<rdkit.Chem.rdchem.Mol object at 0x143a76110>,0,5.726800000000003,462.8000000000002,1,4,2,4,44.7,117.5832,940.4979396751684,1.84951058013064,1.3333333333333333,2.074074074074074,2.740740740740741,0.1,27,445.6640000000002,3
2816,Brc1cc(ccc1)C(=O)NC(=S)Nc2ncc(Cl)cc2,6412039nan,<rdkit.Chem.rdchem.Mol object at 0x143a76180>,0,3.6243000000000007,370.6590000000001,2,3,2,2,54.02,87.07589999999999,648.3194576175111,1.9741632374794131,1.3,2.1,2.75,0.0,20,361.5870000000001,2
2817,Brc1cc(ccc1)C(=O)NC2=NN(CC=C)C(=CS2)c3ccccc3,0858-0024nan,<rdkit.Chem.rdchem.Mol object at 0x143a761f0>,0,4.683300000000003,414.32800000000015,1,4,2,4,44.7,107.9562,848.757526847408,1.7766410170327491,1.24,2.04,2.76,0.05263157894736842,25,398.2000000000002,3
2818,Brc1cc(ccc1)C(=O)NC(=C2)CC=C(C2=3)[N+](C)=C(N3)CN4CCCCC4,7943418nan,<rdkit.Chem.rdchem.Mol object at 0x143a76260>,0,3.3317000000000014,428.3540000000004,1,3,1,4,47.71,111.30860000000004,891.1976123063968,1.4564684377316741,1.2962962962962963,2.111111111111111,2.888888888888889,0.38095238095238093,27,404.16200000000015,4
2819,Brc1cc(ccc1)/C=c(\s2)c(=O)n(c23)nc(c(n3)=O)Cc4ccccc4,7434228nan,<rdkit.Chem.rdchem.Mol object at 0x143a762d0>,0,2.4122000000000003,426.2950000000002,0,6,4,3,64.33000000000001,105.579,1265.6742153573275,1.8305730352413159,1.0769230769230769,1.8846153846153846,2.6538461538461537,0.05263157894736842,26,414.19900000000024,4
2820,Brc1cc(ccc1)/C=N/[N+]2=NN=NC2N,AG-690/10408007nan,<rdkit.Chem.rdchem.Mol object at 0x143a76340>,0,1.8707999999999994,268.09800000000007,1,5,1,2,78.47,57.2558,452.20004580212435,2.1224533526970277,1.5333333333333334,2.4,3.066666666666667,0.125,15,260.034,2
2821,Brc1cc(ccc1)/C=N/[N+]2=CN=NC2,S934518nan,<rdkit.Chem.rdchem.Mol object at 0x143a763b0>,0,2.2470999999999997,252.09500000000003,0,3,1,2,40.089999999999996,57.78340000000001,422.57506031523775,2.1020518046155123,1.5,2.4285714285714284,3.142857142857143,0.1111111111111111,14,244.03099999999998,2
2822,Brc1cc(ccc1)/C=C(/S2)C(=O)[n+](c23)nc([nH]3)-c4ccc(cc4)OCCC,L425583nan,<rdkit.Chem.rdchem.Mol object at 0x143a76420>,0,4.702500000000003,443.34600000000023,1,4,3,5,58.86,108.60719999999999,1027.9610199033775,1.5472486676647352,1.2592592592592593,2.074074074074074,2.7777777777777777,0.15,27,426.21000000000026,4
2823,Brc1cc(ccc1)/C=C2/N=C(OC2=O)c(s3)c(Cl)c(c34)cccc4,5879349nan,<rdkit.Chem.rdchem.Mol object at 0x143a76490>,0,5.661700000000002,418.69900000000007,0,4,3,2,38.66,101.583,1038.4297264620163,1.7647137348625614,1.1666666666666667,2.0,2.7916666666666665,0.0,24,409.6270000000002,4
2824,Brc1cc(ccc1)/C=C2/C(C)=NN(C2=O)c3ccc(cc3)S(=O)(=O)N,6040901nan,<rdkit.Chem.rdchem.Mol object at 0x143a76500>,0,2.9026000000000005,420.2880000000002,1,4,2,3,92.83,100.5292,1011.6885219811106,1.924402129310321,1.16,1.84,2.44,0.058823529411764705,25,406.17600000000016,3
2825,Brc1cc(ccc1)-c(n2)[nH]c([n+]23)SCC(=N3)c4ccccc4,R772879nan,<rdkit.Chem.rdchem.Mol object at 0x143a76570>,0,3.484800000000001,372.27100000000013,1,3,3,2,44.92,91.01969999999999,857.5921831817817,1.7306482749865368,1.0454545454545454,1.8636363636363635,2.6818181818181817,0.0625,22,360.1750000000002,4
2826,Brc1cccc(c12)c(ccc2)C(=O)Nc3cc(c(Cl)cc3)-c(n4)oc(c45)cccn5,5836790nan,<rdkit.Chem.rdchem.Mol object at 0x143a765e0>,0,6.7112000000000025,478.73300000000023,1,4,5,3,68.02000000000001,121.85119999999999,1397.965105156839,1.50891666884798,1.0,1.8333333333333333,2.7,0.0,30,465.62900000000025,5
2827,Brc1cccc(c12)c(ccc2)C(=O)NC(=C3)CC=C(C3=4)N=[N+](N4)c5ccccc5,AK-968/12099439nan,<rdkit.Chem.rdchem.Mol object at 0x143a76650>,0,5.669600000000004,444.3120000000002,1,3,3,3,56.83,116.1226,1272.5372779924971,1.4068483774355576,0.9655172413793104,1.7586206896551724,2.6206896551724137,0.043478260869565216,29,428.1840000000002,5
2828,CCCn1cnc2cccc(c2c13)ccc3,AF-936/31349004nan,<rdkit.Chem.rdchem.Mol object at 0x143a766c0>,0,3.7296000000000022,210.27999999999997,0,2,2,2,15.6,69.73700000000004,552.4139387750168,2.27230810120394,1.125,1.9375,2.75,0.21428571428571427,16,196.16799999999998,3
2829,Clc1ccc(cc1)C2=[N+](N=C(C2)CO)c3ccc(cc3)S(=O)(=O)N,X252nan,<rdkit.Chem.rdchem.Mol object at 0x143a76730>,1,1.8726999999999994,364.83400000000006,2,4,2,4,95.76,92.43440000000002,933.5378586023518,2.070036696267856,1.125,1.75,2.2916666666666665,0.125,24,349.71400000000006,3
2830,Clc1ccc(cc1)C2=[N+](N=C(C2)CC#N)c3ccc(cc3)S(=O)(=O)N,X254nan,<rdkit.Chem.rdchem.Mol object at 0x143a767a0>,1,2.79408,373.845,1,4,2,4,99.32,95.57860000000002,1017.8126851834322,2.0706099438035133,1.16,1.8,2.36,0.11764705882352941,25,359.73300000000006,3
2831,c1cc(S(=O)(=O)N)ccc1[N+](N=C2C(F)F)=C(C2)c3ccc(cc3)OC,X228nan,<rdkit.Chem.rdchem.Mol object at 0x143a76810>,1,2.5007,380.3960000000002,1,4,2,5,84.76,92.89460000000001,982.9180984158037,2.06424357435679,1.1153846153846154,1.7307692307692308,2.230769230769231,0.17647058823529413,26,364.26800000000014,3
2832,c1cc(S(=O)(=O)N)ccc1[N+](N=C2C(F)F)=C(C2)c3cc(F)c(cc3)OC,X229nan,<rdkit.Chem.rdchem.Mol object at 0x143a76880>,1,2.639800000000001,398.3860000000002,1,4,2,5,84.76,92.85260000000001,1048.8384679931512,2.1004398469539334,1.1851851851851851,1.8518518518518519,2.3703703703703702,0.17647058823529413,27,383.26600000000013,3
2833,c1cc(S(=O)(=O)N)ccc1[N+](N=C2C(F)F)=C(C2)c3cc(Cl)c(c(Cl)c3)OC,X231nan,<rdkit.Chem.rdchem.Mol object at 0x143a768f0>,1,3.8075000000000028,449.28600000000023,1,4,2,5,84.76,102.9146,1078.1258455715522,2.141369106394716,1.1785714285714286,1.75,2.2142857142857144,0.17647058823529413,28,435.1740000000001,3
2834,c1cc(S(=O)(=O)N)ccc1[N+](N=C2C(F)(F)F)=C(C2OC)c3ccccc3,X250nan,<rdkit.Chem.rdchem.Mol object at 0x143a76960>,1,2.4142,398.38600000000014,1,4,2,4,84.76,92.5736,1014.8843126793516,2.2021879894451506,1.0740740740740742,1.6666666666666667,2.1481481481481484,0.17647058823529413,27,383.2660000000002,3
2835,c1cc(S(=O)(=O)N)ccc1[N+](N=C2C(F)(F)F)=C(C2Cl)c3ccc(Cl)cc3,X239nan,<rdkit.Chem.rdchem.Mol object at 0x143a769d0>,1,3.660000000000002,437.2500000000001,1,3,2,3,75.53,96.42759999999998,1047.8132396300716,2.174010706757397,1.037037037037037,1.5925925925925926,2.074074074074074,0.125,27,426.16200000000015,3
2836,c1cc(S(=O)(=O)N)ccc1[N+](N=C2C(F)(F)F)=C(C2CC)c3ccc(Cl)cc3,X249nan,<rdkit.Chem.rdchem.Mol object at 0x143a76a40>,1,4.078800000000003,430.85900000000015,1,3,2,4,75.53,100.56759999999998,1060.7498260528137,2.2070543391903668,1.1071428571428572,1.6785714285714286,2.142857142857143,0.2222222222222222,28,414.7310000000002,3
2837,c1cc(S(=O)(=O)N)ccc1[N+](N=C2C(F)(F)F)=C(C2)c3ccc(C)cc3,X260nan,<rdkit.Chem.rdchem.Mol object at 0x143a76ab0>,1,3.0977200000000016,382.38700000000017,1,3,2,3,75.53,91.1306,1006.7137827926064,2.1078610970695317,1.0384615384615385,1.6153846153846154,2.1153846153846154,0.17647058823529413,26,367.26700000000017,3
2838,c1cc(S(=O)(=O)N)ccc1[N+](N=C2C(F)(F)F)=C(C2)c(o3)cc(c34)cccc4,X266nan,<rdkit.Chem.rdchem.Mol object at 0x143a76b20>,1,3.5355000000000016,408.3810000000002,1,4,3,3,88.67,96.1656,1207.3116154635898,1.8516652380278673,1.0714285714285714,1.75,2.357142857142857,0.1111111111111111,28,395.2770000000002,4
2839,c1cc(S(=O)(=O)N)ccc1[N+](N=C2C(F)(F)F)=C(C2)c(c3)ccc(c34)SCCC4,X269nan,<rdkit.Chem.rdchem.Mol object at 0x143a76b90>,1,3.827600000000002,440.4920000000003,1,4,2,3,75.53,105.43860000000002,1138.2796026975925,1.8066666065451256,1.103448275862069,1.8275862068965518,2.4827586206896552,0.2631578947368421,29,423.3560000000002,4
2840,c1cc(S(=O)(=O)N)ccc1[N+](N=C2C(F)(F)F)=C(C2)c(c3)ccc(c34)OCO4,X272nan,<rdkit.Chem.rdchem.Mol object at 0x143a76c00>,1,2.5180000000000007,412.36900000000026,1,5,2,3,93.99000000000001,92.51660000000001,1123.3268812667584,1.8136209581726344,1.0357142857142858,1.7142857142857142,2.357142857142857,0.17647058823529413,28,399.2650000000002,4
2841,c1cc(S(=O)(=O)N)ccc1[N+](N=C2C(F)(F)F)=C(C2)c(c3)ccc(c34)OCC4,X270nan,<rdkit.Chem.rdchem.Mol object at 0x143a76c70>,1,2.7242000000000006,410.3970000000003,1,4,2,3,84.76,95.59260000000002,1121.0002120398892,1.8136209581726344,1.1071428571428572,1.8214285714285714,2.4642857142857144,0.2222222222222222,28,395.2770000000002,4
2842,c1cc(S(=O)(=O)N)ccc1[N+](N=C2C(F)(F)F)=C(C2)c(c3)ccc(c34)CCC4,X268nan,<rdkit.Chem.rdchem.Mol object at 0x143a76ce0>,1,3.2780000000000022,408.4250000000003,1,3,2,3,75.53,98.41860000000003,1118.1031268125862,1.8136209581726344,1.0,1.6785714285714286,2.3214285714285716,0.2631578947368421,28,391.2890000000002,4
2843,c1cc(S(=O)(=O)N)ccc1[N+](N=C2C(F)(F)F)=C(C2)c3cc(C)c(cc3)OC,X223nan,<rdkit.Chem.rdchem.Mol object at 0x143a76d50>,1,3.106320000000001,412.41300000000024,1,4,2,4,84.76,97.68260000000001,1089.2942888425198,2.1261062327501246,1.1428571428571428,1.7857142857142858,2.2857142857142856,0.2222222222222222,28,395.2770000000002,3
2844,c1cc(S(=O)(=O)N)ccc1[N+](N=C2C(F)(F)F)=C(C2)c3cc(CC)c(cc3)OC,X224nan,<rdkit.Chem.rdchem.Mol object at 0x143a76dc0>,1,3.3603000000000023,426.4400000000003,1,4,2,5,84.76,102.32360000000001,1105.7546689197509,2.138075960160889,1.1724137931034482,1.8275862068965518,2.3448275862068964,0.2631578947368421,29,407.28800000000024,3
2845,c1cc(S(=O)(=O)N)ccc1[N+](N=C2C(F)(F)F)=C(C2)c3cc(Cl)c(c(c3)C)OC,X235nan,<rdkit.Chem.rdchem.Mol object at 0x143a76e30>,1,3.7597200000000024,446.8580000000003,1,4,2,4,84.76,102.69260000000001,1118.1718004227323,2.1666529136315615,1.206896551724138,1.8275862068965518,2.310344827586207,0.2222222222222222,29,430.7300000000002,3
2846,c1cc(S(=O)(=O)N)ccc1[N+](N=C2C(F)(F)F)=C(C2)c(cs3)c(c34)cccc4,X265nan,<rdkit.Chem.rdchem.Mol object at 0x143a76ea0>,1,4.004000000000002,424.4490000000002,1,4,3,3,75.53,101.7766,1241.0665029657532,1.8842346905163363,1.0714285714285714,1.75,2.392857142857143,0.1111111111111111,28,411.3450000000002,4
2847,c1cc(S(=O)(=O)N)ccc1[N+](N=C2C(F)(F)F)=C(C2)c3ccccc3,X209nan,<rdkit.Chem.rdchem.Mol object at 0x143a76f10>,1,2.789300000000001,368.3600000000001,1,3,2,3,75.53,86.3936,963.934575076702,2.1062298165068323,1.0,1.6,2.12,0.125,25,355.25600000000014,3
2848,c1cc(S(=O)(=O)N)ccc1[N+](N=C2C(F)(F)F)=C(C2)c3ccc(cc3)OCC,X219nan,<rdkit.Chem.rdchem.Mol object at 0x143a76f80>,1,3.1880000000000015,412.41300000000024,1,4,2,5,84.76,97.56260000000002,1042.2236773611457,2.0579472229451574,1.1071428571428572,1.7142857142857142,2.2142857142857144,0.2222222222222222,28,395.2770000000002,3
2849,c1cc(S(=O)(=O)N)ccc1[N+](N=C2C(F)(F)F)=C(C2)c3ccc(cc3)NC,X221nan,<rdkit.Chem.rdchem.Mol object at 0x143a76ff0>,1,2.8310000000000004,397.40200000000016,2,4,2,4,87.56,95.94030000000001,1025.3433554953144,2.0899626474885795,1.0740740740740742,1.6666666666666667,2.1481481481481484,0.17647058823529413,27,381.27400000000017,3
2850,c1cc(S(=O)(=O)N)ccc1[N+](N=C2C(F)(F)F)=C(C2)c3ccc(cc3)N(C)C,X222nan,<rdkit.Chem.rdchem.Mol object at 0x143a77060>,1,2.8553000000000006,411.4290000000002,1,4,2,4,78.77,100.72060000000002,1055.5047135549771,2.0837606054294797,1.0357142857142858,1.6071428571428572,2.0714285714285716,0.2222222222222222,28,393.2850000000002,3
2851,c1cc(S(=O)(=O)N)ccc1[N+](N=C2C(F)(F)F)=C(C2)c3ccc(N)cc3,X220nan,<rdkit.Chem.rdchem.Mol object at 0x143a770d0>,1,2.3715,383.37500000000017,2,4,2,3,101.55,90.806,1008.9555385960256,2.1078610970695317,1.0,1.5769230769230769,2.076923076923077,0.125,26,369.26300000000015,3
2852,c1cc(S(=O)(=O)N)ccc1[N+](N=C2C(F)(F)F)=C(C2)c3ccc(F)cc3,X211nan,<rdkit.Chem.rdchem.Mol object at 0x143a77140>,1,2.928400000000001,386.35000000000014,1,3,2,3,75.53,86.3516,1008.9555385960256,2.1078610970695317,1.0,1.5769230769230769,2.076923076923077,0.125,26,374.25400000000013,3
2853,c1cc(S(=O)(=O)N)ccc1[N+](N=C2C(F)(F)F)=C(C2)c3ccc(Cl)cc3,X213nan,<rdkit.Chem.rdchem.Mol object at 0x143a771b0>,1,3.442700000000001,402.8050000000002,1,3,2,3,75.53,91.4036,1012.2006510938621,2.1078610970695317,1.0384615384615385,1.6153846153846154,2.1153846153846154,0.125,26,390.7090000000002,3
2854,c1cc(S(=O)(=O)N)ccc1[N+](N=C2C(F)(F)F)=C(C2)c3cc(OC)c(cc3)OC,X225nan,<rdkit.Chem.rdchem.Mol object at 0x143a77220>,1,2.8065000000000007,428.41200000000026,1,5,2,5,93.99000000000001,99.4976,1108.161529151381,2.138075960160889,1.0344827586206897,1.6551724137931034,2.1724137931034484,0.2222222222222222,29,411.27600000000024,3
2855,c1cc(S(=O)(=O)N)ccc1[N+](N=C2C(F)(F)F)=C(C2)c3c(Cl)cc(Cl)cc3,X237nan,<rdkit.Chem.rdchem.Mol object at 0x143a77290>,1,4.096100000000002,437.2500000000002,1,3,2,3,75.53,96.41359999999997,1079.0796133174124,2.155248328808366,1.0740740740740742,1.7037037037037037,2.2222222222222223,0.125,27,426.16200000000015,3
2856,Fc1ccc(cc1)C2=[N+](N=C(C2)C#N)c3ccc(cc3)S(=O)(=O)N,X251nan,<rdkit.Chem.rdchem.Mol object at 0x143a77300>,1,1.8896799999999996,343.36300000000006,1,4,2,3,99.32,85.90960000000003,1001.5380934438284,2.091437738559228,1.125,1.75,2.2916666666666665,0.0625,24,331.267,3
2857,O=S(=O)(N)c1ccc(cc1)[N+]2=NC=C(C#N)C2c3ccc(C)cc3,X246nan,<rdkit.Chem.rdchem.Mol object at 0x143a77370>,1,2.9010000000000016,339.4000000000001,1,4,2,3,99.32,87.77960000000002,982.3812172540504,2.0098610866144018,1.125,1.75,2.2916666666666665,0.11764705882352941,24,324.2800000000001,3
2858,c1cc(Cl)ccc1C(=C2Cl)[N+](=NC2CO)c3ccc(cc3)S(=O)(=O)N,X241nan,<rdkit.Chem.rdchem.Mol object at 0x143a773e0>,1,3.0657000000000014,399.2790000000001,2,4,2,4,95.76,95.2624,968.6894625788655,2.0837056515464627,1.08,1.68,2.2,0.125,25,385.16700000000014,3
2859,c1ccccc1C(=C2Cl)[N+](=NC2C)c3ccc(cc3)S(=O)(=O)N,X240nan,<rdkit.Chem.rdchem.Mol object at 0x143a77450>,1,3.4399000000000015,348.8350000000001,1,3,2,3,75.53,88.84060000000002,904.1013515059766,2.070555301950041,1.0869565217391304,1.6956521739130435,2.260869565217391,0.125,23,333.71500000000003,3
2860,c1cc(Cl)ccc1C(=C2Cl)[N+](=NC2C(=O)N)c3ccc(cc3)S(=O)(=O)N,X243nan,<rdkit.Chem.rdchem.Mol object at 0x143a774c0>,1,2.558700000000001,412.27800000000013,2,4,2,4,118.61999999999999,97.371,1045.9073722498167,2.1266496119922005,1.0384615384615385,1.6153846153846154,2.1153846153846154,0.0625,26,399.1740000000002,3
2861,c1cc(Cl)ccc1C(=C2Cl)[N+](=NC2C(=O)OC)c3ccc(cc3)S(=O)(=O)N,X242nan,<rdkit.Chem.rdchem.Mol object at 0x143a77530>,1,3.246400000000002,427.28900000000016,1,5,2,4,101.83,100.1926,1062.3622950248107,2.1285402601139642,1.1111111111111112,1.7037037037037037,2.2222222222222223,0.11764705882352941,27,413.1770000000002,3
2862,O=S(=O)(N)c1ccc(cc1)N/N=C(/C)c2cccc(c23)cccc3,K007-0496nan,<rdkit.Chem.rdchem.Mol object at 0x143a775a0>,0,3.3233000000000024,339.4200000000001,2,4,3,4,84.55,97.59690000000002,1004.6231369902611,1.8591126651154783,0.9583333333333334,1.625,2.3333333333333335,0.05555555555555555,24,322.2840000000001,3
2863,O=S(=O)(N)c1ccc(cc1)NC(=S)Nc2nc(C)cc(c2)C,7830990nan,<rdkit.Chem.rdchem.Mol object at 0x143a77610>,0,2.1547399999999994,336.4420000000001,3,4,2,3,97.11,91.36960000000002,781.8425920067766,2.0563084173128776,1.1363636363636365,1.7727272727272727,2.3181818181818183,0.14285714285714285,22,320.31400000000014,2
2864,O=S(=O)(N)c1ccc(cc1)NC(=S)NC2=N[N+](=CC2)Cc3cccc(c34)cccc4,7796385nan,<rdkit.Chem.rdchem.Mol object at 0x143a77680>,0,2.774300000000001,438.5580000000002,3,4,3,4,99.59,123.2,1277.0043936320253,1.3801765368067282,1.0333333333333334,1.7666666666666666,2.533333333333333,0.09523809523809523,30,418.3980000000003,4
2865,O=S(=O)(N)c1ccc(cc1)NC(=O)CSc2[nH+]c(C)n[nH]2,5908675nan,<rdkit.Chem.rdchem.Mol object at 0x143a776f0>,0,-0.08958000000000038,328.39900000000006,3,5,2,5,132.07999999999998,77.04930000000002,739.4741229913527,1.9043249707347636,1.4285714285714286,2.0952380952380953,2.619047619047619,0.18181818181818182,21,314.28700000000003,2
2866,c1cccc(c1Br)OCC(=O)Nc2ccc(cc2)S(=O)(=O)N,3643-3485nan,<rdkit.Chem.rdchem.Mol object at 0x143a77760>,0,2.114,385.2390000000001,2,4,2,5,98.49,86.08190000000002,775.6847760022346,1.9364470407515597,1.1363636363636365,1.7727272727272727,2.3636363636363638,0.07142857142857142,22,372.1350000000001,2
2867,O=S(=O)(N)c1ccc(cc1)NC(=O)CCCN2C(=O)S/C(C2=O)=C/C=C/c3ccccc3,3793-5554nan,<rdkit.Chem.rdchem.Mol object at 0x143a777d0>,0,3.3454000000000015,471.5600000000002,2,6,2,8,126.63999999999999,123.93790000000004,1173.8068257924838,1.4815614663816903,1.0625,1.75,2.40625,0.13636363636363635,32,450.3920000000003,3
2868,c1cc(S(=O)(=O)N)ccc1N(N=C2C(F)(F)F)C(=O)C\2=C/c3cc(OC)c(cc3)OCC(C)C,5510-0283nan,<rdkit.Chem.rdchem.Mol object at 0x143a77840>,0,3.725900000000003,497.49500000000035,1,6,2,7,111.28999999999999,120.0952,1253.5365151393019,1.991347726974657,1.1176470588235294,1.7647058823529411,2.2941176470588234,0.2727272727272727,34,475.31900000000036,3
2869,Fc1ccc(cc1)[N+]=2CC(c3ccccc3)=c(c24)c(ncn4)NCCc5ccc(cc5)S(=O)(=O)N,K405-0341nan,<rdkit.Chem.rdchem.Mol object at 0x143a778b0>,0,1.9530999999999996,488.5680000000002,2,5,4,7,100.98,132.4069,1605.6050298169037,1.5014879316063765,0.9428571428571428,1.6571428571428573,2.342857142857143,0.11538461538461539,35,465.38400000000024,5
2870,Clc1c(Cl)cccc1CNCCc2ccc(cc2)S(=O)(=O)N,AN-465/42887271nan,<rdkit.Chem.rdchem.Mol object at 0x143a77920>,0,2.9731000000000005,359.278,2,3,2,6,72.19,89.68790000000003,746.6378060742937,1.8526100298169261,1.0454545454545454,1.7272727272727273,2.3636363636363638,0.2,22,343.15000000000003,2
2871,O=S(=O)(N)c1ccc(cc1)CCNC(=O)c2cccc(c23)sc(n3)N(CCC4)c(c45)cccc5,C727-0199nan,<rdkit.Chem.rdchem.Mol object at 0x143a77990>,0,4.000500000000003,492.62600000000026,2,6,4,6,105.38999999999999,135.24139999999994,1463.3096654047529,1.3142405700200592,1.0588235294117647,1.8529411764705883,2.6470588235294117,0.2,34,468.43400000000025,5
2872,O=S(=O)(N)c1ccc(cc1)CCNC(=O)CSc2nnc(-c3ccc(cc3)OC)c(n2)-c4ccc(cc4)OC,AN-919/40868728nan,<rdkit.Chem.rdchem.Mol object at 0x143a77a00>,0,3.321200000000003,565.6770000000002,2,9,4,11,146.39,149.05589999999972,1528.8486025738891,1.4242906237920547,0.8461538461538461,1.4102564102564104,1.9487179487179487,0.18518518518518517,39,538.4610000000004,4
2873,Clc1ccc(cc1)C(C2)=C(CC23CC3)c4ccc(cc4)S(=O)(=O)N,X276nan,<rdkit.Chem.rdchem.Mol object at 0x143a77a70>,1,4.4722000000000035,359.878,1,2,2,3,60.16,96.98220000000003,924.3370108512505,1.770922077504429,0.8333333333333334,1.2916666666666667,1.7083333333333333,0.2631578947368421,24,341.734,4
2874,Clc1ccc(cc1)C2=C(CCC2)c3ccc(cc3)S(=O)(=O)N,X159nan,<rdkit.Chem.rdchem.Mol object at 0x143a77ae0>,1,4.082100000000002,333.84000000000003,1,2,2,3,60.16,89.93220000000004,821.9675890600889,2.014785500132484,0.8181818181818182,1.2727272727272727,1.7272727272727273,0.17647058823529413,22,317.712,3
2875,c1cc(S(=O)(=O)N)ccc1-c(cc(F)c2F)c(c2)-c(c3)ccc(c34)OCCO4,X199nan,<rdkit.Chem.rdchem.Mol object at 0x143a77b50>,1,3.7174000000000023,403.4060000000002,1,4,3,3,78.62,99.59320000000001,1161.5683634397149,1.8563986699914505,0.75,1.2857142857142858,1.8928571428571428,0.1,28,388.2860000000002,4
2876,O=S(=O)(N)c1ccc(cc1)-c2c(noc2C)-c3ccccc3,X303nan,<rdkit.Chem.rdchem.Mol object at 0x143a77bc0>,1,2.9644200000000014,314.366,1,4,3,3,86.19,83.48520000000002,898.3237942363404,2.115208670870317,0.9545454545454546,1.5909090909090908,2.1818181818181817,0.0625,22,300.254,3
2877,Brc1cncc(c1)-c2[n+](cc([nH]2)C(F)(F)F)-c3ccc(cc3)S(=O)(=O)N,X108nan,<rdkit.Chem.rdchem.Mol object at 0x143a77c30>,1,2.7821000000000007,448.24400000000014,2,3,3,3,92.72,89.63090000000001,1063.2407061439123,2.1803201763032143,1.1538461538461537,1.8076923076923077,2.3461538461538463,0.06666666666666667,26,437.1560000000002,3
2878,Brc1cc(ccc1)-c2[n+](cc([nH]2)C(F)(F)F)-c3ccc(cc3)S(=O)(=O)N,X046nan,<rdkit.Chem.rdchem.Mol object at 0x143a77ca0>,1,3.387100000000001,447.25600000000014,2,2,3,3,79.83,91.8359,1061.0891775758764,2.1803201763032143,1.0769230769230769,1.7307692307692308,2.269230769230769,0.0625,26,435.16000000000014,3
2879,Brc1c(OC)ccc(c1)-c2[n+](cc([nH]2)C(F)(F)F)-c3ccc(cc3)S(=O)(=O)N,X073nan,<rdkit.Chem.rdchem.Mol object at 0x143a77d10>,1,3.3957000000000006,477.28200000000015,2,3,3,4,89.06,98.3879,1126.7847545045072,2.1751543411159924,1.1428571428571428,1.7857142857142858,2.2857142857142856,0.11764705882352941,28,463.17000000000013,3
2880,Fc1ccc(cc1)[N+]2=C(S)N=NC2CCc3ccc(O)cc3,BTB1090.0,<rdkit.Chem.rdchem.Mol object at 0x143a77d80>,0,3.8858000000000024,316.38100000000003,2,3,2,4,47.959999999999994,85.38520000000001,726.0610677566154,1.7427315798687193,1.0909090909090908,1.7727272727272727,2.4545454545454546,0.1875,22,301.261,3
2881,C[N+]1=NC(C)=C(C1C)Cc2ccc(O)cc2,3C-113nan,<rdkit.Chem.rdchem.Mol object at 0x143a77df0>,0,2.705300000000001,217.292,1,2,1,2,35.6,62.58520000000004,457.32586757889607,2.1781061218364295,1.3125,1.9375,2.4375,0.38461538461538464,16,200.15599999999995,2
2882,O=S(=O)(O)c1ccc(cc1)N/N=C(\C)c2ccc(O)cc2,5173292nan,<rdkit.Chem.rdchem.Mol object at 0x143a77e60>,0,2.4750000000000005,306.343,3,5,2,4,98.99000000000001,80.19710000000002,750.5659462705682,2.1135758880768427,1.0476190476190477,1.619047619047619,2.142857142857143,0.07142857142857142,21,292.231,2
2883,c1c(C)ccc(c12)cc(C)c(n2)N/N=C/c3ccc(O)cc3,1598-0014nan,<rdkit.Chem.rdchem.Mol object at 0x143a77ed0>,0,4.003240000000003,291.354,2,4,3,3,57.510000000000005,90.54050000000002,838.8252376880187,1.8348279846294084,1.0454545454545454,1.8181818181818181,2.590909090909091,0.1111111111111111,22,274.218,3
2884,n1ncc(=O)[nH]c1N/N=C/c2ccc(O)cc2,L139025nan,<rdkit.Chem.rdchem.Mol object at 0x143a77f40>,0,0.31649999999999995,231.21500000000003,3,6,2,3,103.26,61.97620000000002,575.7501706198632,2.024591154360745,1.3529411764705883,2.1176470588235294,2.823529411764706,0.0,17,222.14299999999997,2
